port,description,risk_score,risk_reason
2908,mao,20,Open port default risk
2909,Funk Dialout,20,Open port default risk
2910,TDAccess,20,Open port default risk
2911,Blockade,20,Open port default risk
2912,Epicon,20,Open port default risk
2913,Booster Ware,20,Open port default risk
2914,Game Lobby,20,Open port default risk
2915,TK Socket,20,Open port default risk
2916,Elvin Server,20,Open port default risk
2917,Elvin Client,20,Open port default risk
2918,Kasten Chase Pad,20,Open port default risk
2919,roboER,20,Open port default risk
2920,roboEDA,20,Open port default risk
2921,CESD Contents Delivery Management,20,Open port default risk
2922,CESD Contents Delivery Data Transfer,20,Open port default risk
2923,WTA-WSP-WTP-S,20,Open port default risk
2924,PRECISE-VIP,20,Open port default risk
2926,MOBILE-FILE-DL,20,Open port default risk
2927,UNIMOBILECTRL,20,Open port default risk
2928,REDSTONE-CPSS,20,Open port default risk
2929,AMX-WEBADMIN,20,Open port default risk
2930,AMX-WEBLINX,20,Open port default risk
2931,Circle-X,20,Open port default risk
2932,INCP,20,Open port default risk
2933,4-TIER OPM GW,20,Open port default risk
2934,4-TIER OPM CLI,20,Open port default risk
2935,QTP,20,Open port default risk
2936,OTPatch,20,Open port default risk
2937,PNACONSULT-LM,20,Open port default risk
2938,SM-PAS-1,20,Open port default risk
2939,SM-PAS-2,20,Open port default risk
2940,SM-PAS-3,20,Open port default risk
2941,SM-PAS-4,20,Open port default risk
2942,SM-PAS-5,20,Open port default risk
2943,TTNRepository,20,Open port default risk
2944,Megaco H-248,20,Open port default risk
2945,H248 Binary,20,Open port default risk
2946,FJSVmpor,20,Open port default risk
2947,GPS Daemon request/response protocol,20,Open port default risk
2948,WAP PUSH,20,Open port default risk
2949,WAP PUSH SECURE,20,Open port default risk
2950,ESIP,20,Open port default risk
2951,OTTP,20,Open port default risk
2952,MPFWSAS,20,Open port default risk
2953,OVALARMSRV,20,Open port default risk
2954,OVALARMSRV-CMD,20,Open port default risk
2955,CSNOTIFY,20,Open port default risk
2956,OVRIMOSDBMAN,20,Open port default risk
2957,JAMCT5,20,Open port default risk
2958,JAMCT6,20,Open port default risk
2959,RMOPAGT,20,Open port default risk
2960,DFOXSERVER,20,Open port default risk
2961,BOLDSOFT-LM,20,Open port default risk
2962,IPH-POLICY-CLI,20,Open port default risk
2963,IPH-POLICY-ADM,20,Open port default risk
2964,BULLANT SRAP,20,Open port default risk
2965,BULLANT RAP,20,Open port default risk
2966,IDP-INFOTRIEVE,20,Open port default risk
2967,SSC-AGENT,20,Open port default risk
2968,ENPP,20,Open port default risk
2969,ESSP,20,Open port default risk
2970,INDEX-NET,20,Open port default risk
2971,NetClip clipboard daemon,20,Open port default risk
2972,PMSM Webrctl,20,Open port default risk
2973,SV Networks,20,Open port default risk
2974,Signal,20,Open port default risk
2975,Fujitsu Configuration Management Service,20,Open port default risk
2976,CNS Server Port,20,Open port default risk
2977,TTCs Enterprise Test Access Protocol - NS,20,Open port default risk
2978,TTCs Enterprise Test Access Protocol - DS,20,Open port default risk
2979,H.263 Video Streaming,20,Open port default risk
2980,Instant Messaging Service,20,Open port default risk
2981,MYLXAMPORT,20,Open port default risk
2982,IWB-WHITEBOARD,20,Open port default risk
2983,NETPLAN,20,Open port default risk
2984,HPIDSADMIN,20,Open port default risk
2985,HPIDSAGENT,20,Open port default risk
2986,STONEFALLS,20,Open port default risk
2987,identify,20,Open port default risk
2988,HIPPA Reporting Protocol,20,Open port default risk
2989,ZARKOV Intelligent Agent Communication,20,Open port default risk
2990,BOSCAP,20,Open port default risk
2991,WKSTN-MON,20,Open port default risk
2992,Avenyo Server,20,Open port default risk
2993,VERITAS VIS1,20,Open port default risk
2994,VERITAS VIS2,20,Open port default risk
2995,IDRS,20,Open port default risk
2996,vsixml,20,Open port default risk
2997,REBOL,20,Open port default risk
2998,Real Secure,20,Open port default risk
3000,HBCI,20,Open port default risk
3001,OrigoDB Server Native Interface,20,Open port default risk
3002,EXLM Agent,20,Open port default risk
3003,CGMS,20,Open port default risk
3004,Csoft Agent,20,Open port default risk
3005,Genius License Manager,20,Open port default risk
3006,Instant Internet Admin,20,Open port default risk
3007,Lotus Mail Tracking Agent Protocol,20,Open port default risk
3008,Midnight Technologies,20,Open port default risk
3009,PXC-NTFY,20,Open port default risk
3010,Telerate Workstation,20,Open port default risk
3011,Trusted Web,20,Open port default risk
3012,Trusted Web Client,20,Open port default risk
3013,Gilat Sky Surfer,20,Open port default risk
3014,Broker Service,20,Open port default risk
3015,NATI DSTP,20,Open port default risk
3016,Notify Server,20,Open port default risk
3017,Event Listener,20,Open port default risk
3018,Service Registry,20,Open port default risk
3019,Resource Manager,20,Open port default risk
3020,CIFS,20,Open port default risk
3021,AGRI Server,20,Open port default risk
3022,CSREGAGENT,20,Open port default risk
3023,magicnotes,20,Open port default risk
3024,NDS_SSO,20,Open port default risk
3025,Arepa Raft,20,Open port default risk
3026,AGRI Gateway,20,Open port default risk
3027,LiebDevMgmt_C,20,Open port default risk
3028,LiebDevMgmt_DM,20,Open port default risk
3029,LiebDevMgmt_A,20,Open port default risk
3030,Arepa Cas,20,Open port default risk
3031,Remote AppleEvents/PPC Toolbox,20,Open port default risk
3032,Redwood Chat,20,Open port default risk
3033,PDB,20,Open port default risk
3034,Osmosis / Helix (R) AEEA Port,20,Open port default risk
3035,FJSV gssagt,20,Open port default risk
3036,Hagel DUMP,20,Open port default risk
3037,HP SAN Mgmt,20,Open port default risk
3038,Santak UPS,20,Open port default risk
3039,"Cogitate, Inc.",20,Open port default risk
3040,Tomato Springs,20,Open port default risk
3041,di-traceware,20,Open port default risk
3042,journee,20,Open port default risk
3043,Broadcast Routing Protocol,20,Open port default risk
3044,EndPoint Protocol,20,Open port default risk
3045,ResponseNet,20,Open port default risk
3046,di-ase,20,Open port default risk
3047,Fast Security HL Server,20,Open port default risk
3048,Sierra Net PC Trader,20,Open port default risk
3049,NSWS,20,Open port default risk
3050,gds_db,20,Open port default risk
3051,Galaxy Server,20,Open port default risk
3052,APC 3052,20,Open port default risk
3053,dsom-server,20,Open port default risk
3054,AMT CNF PROT,20,Open port default risk
3055,Policy Server,20,Open port default risk
3056,CDL Server,20,Open port default risk
3057,GoAhead FldUp,20,Open port default risk
3058,videobeans,20,Open port default risk
3059,qsoft,20,Open port default risk
3060,interserver,20,Open port default risk
3061,cautcpd,20,Open port default risk
3062,ncacn-ip-tcp,20,Open port default risk
3063,ncadg-ip-udp,20,Open port default risk
3064,Remote Port Redirector,20,Open port default risk
3065,slinterbase,20,Open port default risk
3066,NETATTACHSDMP,20,Open port default risk
3067,FJHPJP,20,Open port default risk
3068,ls3 Broadcast,20,Open port default risk
3069,ls3,20,Open port default risk
3070,MGXSWITCH,20,Open port default risk
3071,Crossplatform replication protocol,20,Open port default risk
3072,ContinuStor Monitor Port,20,Open port default risk
3073,Very simple chatroom prot,20,Open port default risk
3074,Xbox game port,20,Open port default risk
3075,Orbix 2000 Locator,20,Open port default risk
3076,Orbix 2000 Config,20,Open port default risk
3077,Orbix 2000 Locator SSL,20,Open port default risk
3078,Orbix 2000 Locator SSL,20,Open port default risk
3079,LV Front Panel,20,Open port default risk
3080,stm_pproc,20,Open port default risk
3081,TL1-LV,20,Open port default risk
3082,TL1-RAW,20,Open port default risk
3083,TL1-TELNET,20,Open port default risk
3084,ITM-MCCS,20,Open port default risk
3085,PCIHReq,20,Open port default risk
3086,JDL-DBKitchen,20,Open port default risk
3087,Asoki SMA,20,Open port default risk
3088,eXtensible Data Transfer Protocol,20,Open port default risk
3089,ParaTek Agent Linking,20,Open port default risk
3090,Senforce Session Services,20,Open port default risk
3091,1Ci Server Management,20,Open port default risk
3093,Jiiva RapidMQ Center,20,Open port default risk
3094,Jiiva RapidMQ Registry,20,Open port default risk
3095,Panasas rendezvous port,20,Open port default risk
3096,Active Print Server Port,20,Open port default risk
3097,ITU-T Q.1902.1/Q.2150.3,20,Open port default risk
3098,Universal Message Manager,20,Open port default risk
3099,CHIPSY Machine Daemon,20,Open port default risk
3100,OpCon/xps,20,Open port default risk
3101,HP PolicyXpert PIB Server,20,Open port default risk
3102,SoftlinK Slave Mon Port,20,Open port default risk
3103,Autocue SMI Protocol,20,Open port default risk
3104,Autocue Logger Protocol,20,Open port default risk
3105,Cardbox,20,Open port default risk
3106,Cardbox HTTP,20,Open port default risk
3107,Business protocol,20,Open port default risk
3108,Geolocate protocol,20,Open port default risk
3109,Personnel protocol,20,Open port default risk
3110,simulator control port,20,Open port default risk
3111,Web Synchronous Services,20,Open port default risk
3112,KDE System Guard,20,Open port default risk
3113,CS-Authenticate Svr Port,20,Open port default risk
3114,CCM AutoDiscover,20,Open port default risk
3115,MCTET Master,20,Open port default risk
3116,MCTET Gateway,20,Open port default risk
3117,MCTET Jserv,20,Open port default risk
3118,PKAgent,20,Open port default risk
3119,D2000 Kernel Port,20,Open port default risk
3120,D2000 Webserver Port,20,Open port default risk
3121,The pacemaker remote (pcmk-remote) service extends high availability functionality outside of the Linux cluster into remote nodes.,20,Open port default risk
3122,MTI VTR Emulator port,20,Open port default risk
3123,EDI Translation Protocol,20,Open port default risk
3124,Beacon Port,20,Open port default risk
3125,A13-AN Interface,20,Open port default risk
3127,CTX Bridge Port,20,Open port default risk
3128,Active API Server Port,20,Open port default risk
3129,NetPort Discovery Port,20,Open port default risk
3130,ICPv2,20,Open port default risk
3131,Net Book Mark,20,Open port default risk
3132,Microsoft Business Rule Engine Update Service,20,Open port default risk
3133,Prism Deploy User Port,20,Open port default risk
3134,Extensible Code Protocol,20,Open port default risk
3135,PeerBook Port,20,Open port default risk
3136,Grub Server Port,20,Open port default risk
3137,rtnt-1 data packets,20,Open port default risk
3138,rtnt-2 data packets,20,Open port default risk
3139,Incognito Rendez-Vous,20,Open port default risk
3140,Arilia Multiplexor,20,Open port default risk
3141,VMODEM,20,Open port default risk
3142,RDC WH EOS,20,Open port default risk
3143,Sea View,20,Open port default risk
3144,Tarantella,20,Open port default risk
3145,CSI-LFAP,20,Open port default risk
3146,bears-02,20,Open port default risk
3147,RFIO,20,Open port default risk
3148,NetMike Game Administrator,20,Open port default risk
3149,NetMike Game Server,20,Open port default risk
3150,NetMike Assessor Administrator,20,Open port default risk
3151,NetMike Assessor,20,Open port default risk
3152,FeiTian Port,20,Open port default risk
3153,S8Cargo Client Port,20,Open port default risk
3154,ON RMI Registry,20,Open port default risk
3155,JpegMpeg Port,20,Open port default risk
3156,Indura Collector,20,Open port default risk
3157,CCC Listener Port,20,Open port default risk
3158,SmashTV Protocol,20,Open port default risk
3159,NavegaWeb Tarification,20,Open port default risk
3160,TIP Application Server,20,Open port default risk
3161,DOC1 License Manager,20,Open port default risk
3162,SFLM,20,Open port default risk
3163,RES-SAP,20,Open port default risk
3164,IMPRS,20,Open port default risk
3165,Newgenpay Engine Service,20,Open port default risk
3166,Quest Spotlight Out-Of-Process Collector,20,Open port default risk
3167,Now Contact Public Server,20,Open port default risk
3168,Now Up-to-Date Public Server,20,Open port default risk
3169,SERVERVIEW-AS,20,Open port default risk
3170,SERVERVIEW-ASN,20,Open port default risk
3171,SERVERVIEW-GF,20,Open port default risk
3172,SERVERVIEW-RM,20,Open port default risk
3173,SERVERVIEW-ICC,20,Open port default risk
3174,ARMI Server,20,Open port default risk
3175,T1_E1_Over_IP,20,Open port default risk
3176,ARS Master,20,Open port default risk
3177,Phonex Protocol,20,Open port default risk
3178,Radiance UltraEdge Port,20,Open port default risk
3179,H2GF W.2m Handover prot.,20,Open port default risk
3180,Millicent Broker Server,20,Open port default risk
3181,BMC Patrol Agent,20,Open port default risk
3182,BMC Patrol Rendezvous,20,Open port default risk
3183,COPS/TLS,20,Open port default risk
3184,ApogeeX Port,20,Open port default risk
3185,SuSE Meta PPPD,20,Open port default risk
3186,IIW Monitor User Port,20,Open port default risk
3187,Open Design Listen Port,20,Open port default risk
3188,Broadcom Port,20,Open port default risk
3189,Pinnacle Sys InfEx Port,20,Open port default risk
3190,ConServR Proxy,20,Open port default risk
3191,ConServR SSL Proxy,20,Open port default risk
3192,FireMon Revision Control,20,Open port default risk
3193,SpanDataPort,20,Open port default risk
3194,Rockstorm MAG protocol,20,Open port default risk
3195,Network Control Unit,20,Open port default risk
3196,Network Control Unit,20,Open port default risk
3197,Embrace Device Protocol Server,20,Open port default risk
3198,Embrace Device Protocol Client,20,Open port default risk
3199,DMOD WorkSpace,20,Open port default risk
3200,Press-sense Tick Port,20,Open port default risk
3201,CPQ-TaskSmart,20,Open port default risk
3202,IntraIntra,20,Open port default risk
3203,Network Watcher Monitor,20,Open port default risk
3204,Network Watcher DB Access,20,Open port default risk
3205,iSNS Server Port,20,Open port default risk
3206,IronMail POP Proxy,20,Open port default risk
3207,Veritas Authentication Port,20,Open port default risk
3208,PFU PR Callback,20,Open port default risk
3209,HP OpenView Network Path Engine Server,20,Open port default risk
3210,Flamenco Networks Proxy,20,Open port default risk
3211,Avocent Secure Management,20,Open port default risk
3212,Survey Instrument,20,Open port default risk
3213,NEON 24X7 Mission Control,20,Open port default risk
3214,JMQ Daemon Port 1,20,Open port default risk
3215,JMQ Daemon Port 2,20,Open port default risk
3216,Ferrari electronic FOAM,20,Open port default risk
3217,Unified IP & Telecom Environment,20,Open port default risk
3218,EMC SmartPackets,20,Open port default risk
3219,WMS Messenger,20,Open port default risk
3220,XML NM over SSL,20,Open port default risk
3221,XML NM over TCP,20,Open port default risk
3222,Gateway Load Balancing Pr,20,Open port default risk
3223,DIGIVOTE (R) Vote-Server,20,Open port default risk
3224,AES Discovery Port,20,Open port default risk
3225,FCIP,20,Open port default risk
3226,ISI Industry Software IRP,20,Open port default risk
3227,DiamondWave NMS Server,20,Open port default risk
3228,DiamondWave MSG Server,20,Open port default risk
3229,Global CD Port,20,Open port default risk
3230,Software Distributor Port,20,Open port default risk
3231,VidiGo communication (previous was: Delta Solutions Direct),20,Open port default risk
3232,MDT port,20,Open port default risk
3233,WhiskerControl main port,20,Open port default risk
3234,Alchemy Server,20,Open port default risk
3235,MDAP port,20,Open port default risk
3236,appareNet Test Server,20,Open port default risk
3237,appareNet Test Packet Sequencer,20,Open port default risk
3238,appareNet Analysis Server,20,Open port default risk
3239,appareNet User Interface,20,Open port default risk
3240,Trio Motion Control Port,20,Open port default risk
3241,SysOrb Monitoring Server,20,Open port default risk
3242,Session Description ID,20,Open port default risk
3243,Timelot Port,20,Open port default risk
3244,OneSAF,20,Open port default risk
3245,VIEO Fabric Executive,20,Open port default risk
3246,DVT SYSTEM PORT,20,Open port default risk
3247,DVT DATA LINK,20,Open port default risk
3248,PROCOS LM,20,Open port default risk
3249,State Sync Protocol,20,Open port default risk
3250,HMS hicp port,20,Open port default risk
3251,Sys Scanner,20,Open port default risk
3252,DHE port,20,Open port default risk
3253,PDA Data,20,Open port default risk
3254,PDA System,20,Open port default risk
3255,Semaphore Connection Port,20,Open port default risk
3256,Compaq RPM Agent Port,20,Open port default risk
3257,Compaq RPM Server Port,20,Open port default risk
3258,Ivecon Server Port,20,Open port default risk
3259,Epson Network Common Devi,20,Open port default risk
3260,iSCSI port,20,Open port default risk
3261,winShadow,20,Open port default risk
3262,NECP,20,Open port default risk
3263,E-Color Enterprise Imager,20,Open port default risk
3264,cc:mail/lotus,20,Open port default risk
3265,Altav Tunnel,20,Open port default risk
3266,NS CFG Server,20,Open port default risk
3267,IBM Dial Out,20,Open port default risk
3268,Microsoft Global Catalog,20,Open port default risk
3269,Microsoft Global Catalog with LDAP/SSL,20,Open port default risk
3270,Verismart,20,Open port default risk
3271,CSoft Prev Port,20,Open port default risk
3272,Fujitsu User Manager,20,Open port default risk
3273,Simple Extensible Multiplexed Protocol,20,Open port default risk
3274,Ordinox Server,20,Open port default risk
3275,SAMD,20,Open port default risk
3276,Maxim ASICs,20,Open port default risk
3277,AWG Proxy,20,Open port default risk
3278,LKCM Server,20,Open port default risk
3279,admind,20,Open port default risk
3280,VS Server,20,Open port default risk
3281,SYSOPT,20,Open port default risk
3282,Datusorb,20,Open port default risk
3283,Net Assistant,20,Open port default risk
3284,4Talk,20,Open port default risk
3285,Plato,20,Open port default risk
3286,E-Net,20,Open port default risk
3287,DIRECTVDATA,20,Open port default risk
3288,COPS,20,Open port default risk
3289,ENPC,20,Open port default risk
3290,CAPS LOGISTICS TOOLKIT - LM,20,Open port default risk
3291,S A Holditch & Associates - LM,20,Open port default risk
3292,Cart O Rama,20,Open port default risk
3293,fg-fps,20,Open port default risk
3294,fg-gip,20,Open port default risk
3295,Dynamic IP Lookup,20,Open port default risk
3296,Rib License Manager,20,Open port default risk
3297,Cytel License Manager,20,Open port default risk
3298,DeskView,20,Open port default risk
3299,pdrncs,20,Open port default risk
3300,Ceph monitor,20,Open port default risk
3302,MCS Fastmail,20,Open port default risk
3303,OP Session Client,20,Open port default risk
3304,OP Session Server,20,Open port default risk
3305,ODETTE-FTP,20,Open port default risk
3306,MySQL,90,High risk of data disclosure
3307,OP Session Proxy,20,Open port default risk
3308,TNS Server,20,Open port default risk
3309,TNS ADV,20,Open port default risk
3310,Dyna Access,20,Open port default risk
3311,MCNS Tel Ret,20,Open port default risk
3312,Application Management Server,20,Open port default risk
3313,Unify Object Broker,20,Open port default risk
3314,Unify Object Host,20,Open port default risk
3315,CDID,20,Open port default risk
3316,AICC/CMI,20,Open port default risk
3317,VSAI PORT,20,Open port default risk
3318,Swith to Swith Routing Information Protocol,20,Open port default risk
3319,SDT License Manager,20,Open port default risk
3320,Office Link 2000,20,Open port default risk
3321,VNSSTR,20,Open port default risk
3326,SFTU,20,Open port default risk
3327,BBARS,20,Open port default risk
3328,Eaglepoint License Manager,20,Open port default risk
3329,HP Device Disc,20,Open port default risk
3330,MCS Calypso ICF,20,Open port default risk
3331,MCS Messaging,20,Open port default risk
3332,MCS Mail Server,20,Open port default risk
3333,DEC Notes,20,Open port default risk
3334,Direct TV Webcasting,20,Open port default risk
3335,Direct TV Software Updates,20,Open port default risk
3336,Direct TV Tickers,20,Open port default risk
3337,Direct TV Data Catalog,20,Open port default risk
3338,OMF data b,20,Open port default risk
3339,OMF data l,20,Open port default risk
3340,OMF data m,20,Open port default risk
3341,OMF data h,20,Open port default risk
3342,WebTIE,20,Open port default risk
3343,MS Cluster Net,20,Open port default risk
3344,BNT Manager,20,Open port default risk
3345,Influence,20,Open port default risk
3346,Trnsprnt Proxy,20,Open port default risk
3347,Phoenix RPC,20,Open port default risk
3348,Pangolin Laser,20,Open port default risk
3349,Chevin Services,20,Open port default risk
3350,FINDVIATV,20,Open port default risk
3351,Btrieve port,20,Open port default risk
3352,Scalable SQL,20,Open port default risk
3353,FATPIPE,20,Open port default risk
3354,SUITJD,20,Open port default risk
3355,Ordinox Dbase,20,Open port default risk
3356,UPNOTIFYPS,20,Open port default risk
3357,Adtech Test IP,20,Open port default risk
3358,Mp Sys Rmsvr,20,Open port default risk
3359,WG NetForce,20,Open port default risk
3360,KV Server,20,Open port default risk
3361,KV Agent,20,Open port default risk
3362,DJ ILM,20,Open port default risk
3363,NATI Vi Server,20,Open port default risk
3364,Creative Server,20,Open port default risk
3365,Content Server,20,Open port default risk
3366,Creative Partner,20,Open port default risk
3367,Satellite Video Data Link,20,Open port default risk
3372,TIP 2,20,Open port default risk
3373,Lavenir License Manager,20,Open port default risk
3374,Cluster Disc,20,Open port default risk
3375,VSNM Agent,20,Open port default risk
3376,CD Broker,20,Open port default risk
3377,Cogsys Network License Manager,20,Open port default risk
3378,WSICOPY,20,Open port default risk
3379,SOCORFS,20,Open port default risk
3380,SNS Channels,20,Open port default risk
3381,Geneous,20,Open port default risk
3382,Fujitsu Network Enhanced Antitheft function,20,Open port default risk
3383,Enterprise Software Products License Manager,20,Open port default risk
3384,Cluster Management Services,20,Open port default risk
3385,qnxnetman,20,Open port default risk
3386,GPRS Data,20,Open port default risk
3387,Back Room Net,20,Open port default risk
3388,CB Server,20,Open port default risk
3389,RDP. MS WBT Server,60,Prohibited by policy
3390,Distributed Service Coordinator,20,Open port default risk
3391,SAVANT,20,Open port default risk
3392,EFI License Management,20,Open port default risk
3393,D2K Tapestry Client to Server,20,Open port default risk
3394,D2K Tapestry Server to Server,20,Open port default risk
3395,Dyna License Manager (Elam),20,Open port default risk
3396,Printer Agent,20,Open port default risk
3397,Cloanto License Manager,20,Open port default risk
3398,Mercantile,20,Open port default risk
3399,CSMS,20,Open port default risk
3400,CSMS2,20,Open port default risk
3401,filecast,20,Open port default risk
3402,FXa Engine Network Port,20,Open port default risk
3403,De-registered,20,Open port default risk
3404,Removed,20,Open port default risk
3405,Nokia Announcement ch 1,20,Open port default risk
3406,Nokia Announcement ch 2,20,Open port default risk
3407,LDAP admin server port,20,Open port default risk
3408,BES Api Port,20,Open port default risk
3409,NetworkLens Event Port,20,Open port default risk
3410,NetworkLens SSL Event,20,Open port default risk
3411,BioLink Authenteon server,20,Open port default risk
3412,xmlBlaster,20,Open port default risk
3413,SpecView Networking,20,Open port default risk
3414,BroadCloud WIP Port,20,Open port default risk
3415,BCI Name Service,20,Open port default risk
3416,AirMobile IS Command Port,20,Open port default risk
3417,ConServR file translation,20,Open port default risk
3418,Remote nmap,20,Open port default risk
3419,Isogon SoftAudit,20,Open port default risk
3420,iFCP User Port,20,Open port default risk
3421,Bull Apprise portmapper,20,Open port default risk
3422,Remote USB System Port,20,Open port default risk
3423,xTrade Reliable Messaging,20,Open port default risk
3424,xTrade over TLS/SSL,20,Open port default risk
3425,AGPS Access Port,20,Open port default risk
3426,Arkivio Storage Protocol,20,Open port default risk
3427,WebSphere SNMP,20,Open port default risk
3428,2Wire CSS,20,Open port default risk
3429,GCSP user port,20,Open port default risk
3430,Scott Studios Dispatch,20,Open port default risk
3431,Active License Server Port,20,Open port default risk
3432,Secure Device Protocol,20,Open port default risk
3433,OPNET Service Management Platform,20,Open port default risk
3434,OpenCM Server,20,Open port default risk
3435,Pacom Security User Port,20,Open port default risk
3436,GuardControl Exchange Protocol,20,Open port default risk
3437,Autocue Directory Service,20,Open port default risk
3438,Spiralcraft Admin,20,Open port default risk
3439,HRI Interface Port,20,Open port default risk
3440,Net Steward Mgmt Console,20,Open port default risk
3441,OC Connect Client,20,Open port default risk
3442,OC Connect Server,20,Open port default risk
3443,OpenView Network Node Manager WEB Server,20,Open port default risk
3444,Denali Server,20,Open port default risk
3445,Media Object Network,20,Open port default risk
3446,3Com FAX RPC port,20,Open port default risk
3447,DirectNet IM System,20,Open port default risk
3448,Discovery and Net Config,20,Open port default risk
3449,HotU Chat,20,Open port default risk
3450,CAStorProxy,20,Open port default risk
3451,ASAM Services,20,Open port default risk
3452,SABP-Signalling Protocol,20,Open port default risk
3453,PSC Update,20,Open port default risk
3454,Apple Remote Access Protocol,20,Open port default risk
3455,RSVP Port,20,Open port default risk
3456,VAT default data,20,Open port default risk
3457,VAT default control,20,Open port default risk
3458,D3WinOSFI,20,Open port default risk
3459,TIP Integral,20,Open port default risk
3460,EDM Manger,20,Open port default risk
3461,EDM Stager,20,Open port default risk
3462,EDM STD Notify,20,Open port default risk
3463,EDM ADM Notify,20,Open port default risk
3464,EDM MGR Sync,20,Open port default risk
3465,EDM MGR Cntrl,20,Open port default risk
3466,WORKFLOW,20,Open port default risk
3467,RCST,20,Open port default risk
3468,TTCM Remote Controll,20,Open port default risk
3469,Pluribus,20,Open port default risk
3470,jt400,20,Open port default risk
3471,jt400-ssl,20,Open port default risk
3472,JAUGS N-G Remotec 1,20,Open port default risk
3473,JAUGS N-G Remotec 2,20,Open port default risk
3474,TSP Automation,20,Open port default risk
3475,Genisar Comm Port,20,Open port default risk
3476,NVIDIA Mgmt Protocol,20,Open port default risk
3477,eComm link port,20,Open port default risk
3478,Session Traversal Utilities for NAT (STUN) port,20,Open port default risk
3479,2Wire RPC,20,Open port default risk
3480,Secure Virtual Workspace,20,Open port default risk
3481,CleanerLive remote ctrl,20,Open port default risk
3482,Vulture Monitoring System,20,Open port default risk
3483,Slim Devices Protocol,20,Open port default risk
3484,GBS SnapTalk Protocol,20,Open port default risk
3485,CelaTalk,20,Open port default risk
3486,IFSF Heartbeat Port,20,Open port default risk
3487,LISA TCP Transfer Channel,20,Open port default risk
3488,FS Remote Host Server,20,Open port default risk
3489,DTP/DIA,20,Open port default risk
3490,Colubris Management Port,20,Open port default risk
3491,SWR Port,20,Open port default risk
3492,TVDUM Tray Port,20,Open port default risk
3493,Network UPS Tools,20,Open port default risk
3494,IBM 3494,20,Open port default risk
3495,securitylayer over tcp,20,Open port default risk
3496,securitylayer over tls,20,Open port default risk
3497,ipEther232Port,20,Open port default risk
3498,DASHPAS user port,20,Open port default risk
3499,SccIP Media,20,Open port default risk
3500,RTMP Port,20,Open port default risk
3501,iSoft-P2P,20,Open port default risk
3502,Avocent Install Discovery,20,Open port default risk
3503,MPLS LSP-echo Port,20,Open port default risk
3504,IronStorm game server,20,Open port default risk
3505,CCM communications port,20,Open port default risk
3506,APC 3506,20,Open port default risk
3507,Nesh Broker Port,20,Open port default risk
3508,Interaction Web,20,Open port default risk
3509,Virtual Token SSL Port,20,Open port default risk
3510,XSS Port,20,Open port default risk
3511,WebMail/2,20,Open port default risk
3512,Aztec Distribution Port,20,Open port default risk
3513,Adaptec Remote Protocol,20,Open port default risk
3514,MUST Peer to Peer,20,Open port default risk
3515,MUST Backplane,20,Open port default risk
3516,Smartcard Port,20,Open port default risk
3517,IEEE 802.11 WLANs WG IAPP,20,Open port default risk
3518,Artifact Message Server,20,Open port default risk
3519,Netvion Messenger Port,20,Open port default risk
3520,Netvion Galileo Log Port,20,Open port default risk
3521,Telequip Labs MC3SS,20,Open port default risk
3522,DO over NSSocketPort,20,Open port default risk
3523,Odeum Serverlink,20,Open port default risk
3524,ECM Server port,20,Open port default risk
3525,EIS Server port,20,Open port default risk
3526,starQuiz Port,20,Open port default risk
3527,VERITAS Backup Exec Server,20,Open port default risk
3528,JBoss IIOP,20,Open port default risk
3529,JBoss IIOP/SSL,20,Open port default risk
3530,Grid Friendly,20,Open port default risk
3531,Joltid,20,Open port default risk
3532,Raven Remote Management Control,20,Open port default risk
3533,Raven Remote Management Data,20,Open port default risk
3534,URL Daemon Port,20,Open port default risk
3535,MS-LA,20,Open port default risk
3536,SNAC,20,Open port default risk
3537,Remote NI-VISA port,20,Open port default risk
3538,IBM Directory Server,20,Open port default risk
3539,IBM Directory Server SSL,20,Open port default risk
3540,PNRP User Port,20,Open port default risk
3541,VoiSpeed Port,20,Open port default risk
3542,HA cluster monitor,20,Open port default risk
3543,qftest Lookup Port,20,Open port default risk
3544,Teredo Port,20,Open port default risk
3545,CAMAC equipment,20,Open port default risk
3547,Symantec SIM,20,Open port default risk
3548,Interworld,20,Open port default risk
3549,Tellumat MDR NMS,20,Open port default risk
3550,Secure SMPP,20,Open port default risk
3551,Apcupsd Information Port,20,Open port default risk
3552,TeamAgenda Server Port,20,Open port default risk
3553,Red Box Recorder ADP,20,Open port default risk
3554,Quest Notification Server,20,Open port default risk
3555,Vipul's Razor,20,Open port default risk
3556,Sky Transport Protocol,20,Open port default risk
3557,PersonalOS Comm Port,20,Open port default risk
3558,MCP user port,20,Open port default risk
3559,CCTV control port,20,Open port default risk
3560,INIServe port,20,Open port default risk
3561,BMC-OneKey,20,Open port default risk
3562,SDBProxy,20,Open port default risk
3563,Watcom Debug,20,Open port default risk
3564,Electromed SIM port,20,Open port default risk
3565,M2PA,20,Open port default risk
3566,Quest Data Hub,20,Open port default risk
3567,DOF Protocol Stack,20,Open port default risk
3568,DOF Secure Tunnel,20,Open port default risk
3569,Meinberg Control Service,20,Open port default risk
3570,MCC Web Server Port,20,Open port default risk
3571,MegaRAID Server Port,20,Open port default risk
3572,Registration Server Port,20,Open port default risk
3573,Advantage Group UPS Suite,20,Open port default risk
3574,DMAF Server,20,Open port default risk
